titik_sampel;lintang_selatan;bujur_timur;jenis_parameter;parameter;baku_mutu;hasil_pengukuran;periode_data;periode_pemantauan;bulan_sampling;nama_sungai;alamat
KLB-6;-6,211944;106,844389;Kimia;MBAS;0,2;0,38;2023;Periode 2 (Musim Peralihan);5;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Fenol;0,005;0,0012;2023;Periode 2 (Musim Peralihan);5;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Biologi;Total Coliform;5000;70000000;2023;Periode 2 (Musim Peralihan);5;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Biologi;Fecal Coliform;1000;50000000;2023;Periode 2 (Musim Peralihan);5;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Fisika;TDS;1000;245,5;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;FIsika;TSS;50;19;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;pH;6-9;8,055;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;BOD;3;15,4;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;COD;25;110;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;DO;4;0,6;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Nitrat;10;0,7;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Nitrit;0,06;0,02;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Total P;0,2;1,01;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;F;1,5;0,11;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;H2S;0,002;0,023;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Klorin Bebas;0,03;0,03;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Hg;0,002;0,0001;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Cd;0,01;0,0059;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Zn;0,05;0,012;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Cu;0,02;0,009;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Pb;0,03;0,019;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Cr6+;0,05;0,0029;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;MBAS;0,2;0,92;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Fenol;0,005;0,0104;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Biologi;Total Coliform;5000;3500000;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Biologi;Fecal Coliform;1000;2800000;2023;Periode 3 (Musim Kemarau);8;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Fisika;TDS;1000;403,4;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;FIsika;TSS;50;74;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;pH;6-9;7,11;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;BOD;3;55,04;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;COD;25;294;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;DO;4;0,34;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Nitrat;10;0,8;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Nitrit;0,06;0,05;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Total P;0,2;1,92;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;F;1,5;0,47;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;H2S;0,002;0,18;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Klorin Bebas;0,03;0,04;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Hg;0,002;0,000049;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Cd;0,01;0,0059;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Zn;0,05;0,0069;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Cu;0,02;0,009;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Pb;0,03;0,019;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Cr6+;0,05;0,0029;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;MBAS;0,2;0,44;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Kimia;Fenol;0,005;0,0067;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Biologi;Total Coliform;5000;3500000;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLB-6;-6,211944;106,844389;Biologi;Fecal Coliform;1000;1100000;2023;Periode 4 (Musim Peralihan);9;Kalibaru Barat;Jl. Minangkabau (Manggarai)
KLT-1;-6,353515176;106,859912;Fisika;TDS;1000;88,9;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;FIsika;TSS;50;87;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;pH;6-9;6,76;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;BOD;3;11,95;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;COD;25;39,6;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;DO;4;2,365;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Nitrat;10;0,539;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Nitrit;0,06;0,08;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Total P;0,2;0,4;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;F;1,5;0,15;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;H2S;0,002;0,012;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Klorin Bebas;0,03;0,15;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Hg;0,002;0,0001;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cd;0,01;0,0059;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Zn;0,05;0,031;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cu;0,02;0,009;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Pb;0,03;0,019;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cr6+;0,05;0,0029;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;MBAS;0,2;0,029;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Fenol;0,005;0,0015;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Biologi;Total Coliform;5000;350000;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Biologi;Fecal Coliform;1000;240000;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Fisika;TDS;1000;54;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;FIsika;TSS;50;243;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;pH;6-9;7,495;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;BOD;3;49,94;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;COD;25;411;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;DO;4;4,755;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Nitrat;10;0,539;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Nitrit;0,06;0,09;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Total P;0,2;0,6;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;F;1,5;0,019;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;H2S;0,002;0,023;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Klorin Bebas;0,03;0,19;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Hg;0,002;0,0001;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cd;0,01;0,0059;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Zn;0,05;0,01;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cu;0,02;0,009;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Pb;0,03;0,019;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cr6+;0,05;0,0029;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;MBAS;0,2;0,05;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Fenol;0,005;0,0014;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Biologi;Total Coliform;5000;500000;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Biologi;Fecal Coliform;1000;170000;2023;Periode 2 (Musim Peralihan);5;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Fisika;TDS;1000;175;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;FIsika;TSS;50;9;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;pH;6-9;7,45;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;BOD;3;9,05;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;COD;25;50;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;DO;4;1,715;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Nitrat;10;6,5;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Nitrit;0,06;0,18;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Total P;0,2;0,36;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;F;1,5;0,29;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;H2S;0,002;0,008;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Klorin Bebas;0,03;0,045;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Hg;0,002;0,0002;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cd;0,01;0,0059;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Zn;0,05;0,0069;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cu;0,02;0,009;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Pb;0,03;0,019;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cr6+;0,05;0,0029;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;MBAS;0,2;0,39;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Fenol;0,005;0,0023;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Biologi;Total Coliform;5000;700000;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Biologi;Fecal Coliform;1000;50000;2023;Periode 3 (Musim Kemarau);8;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Fisika;TDS;1000;284,1;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;FIsika;TSS;50;17;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;pH;6-9;8,7;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;BOD;3;32,62;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;COD;25;171;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;DO;4;0,63;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Nitrat;10;0,539;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Nitrit;0,06;0,02;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Total P;0,2;1,21;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;F;1,5;0,65;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;H2S;0,002;0,014;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Klorin Bebas;0,03;0,02;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Hg;0,002;0,0004;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cd;0,01;0,0059;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Zn;0,05;0,0149;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cu;0,02;0,02;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Pb;0,03;0,019;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Cr6+;0,05;0,012;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;MBAS;0,2;0,14;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Kimia;Fenol;0,005;0,00069;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Biologi;Total Coliform;5000;1400000;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-1;-6,353515176;106,859912;Biologi;Fecal Coliform;1000;1100000;2023;Periode 4 (Musim Peralihan);9;Kalibaru Timur;Jl. Raya Bogor (Depan YKK)
KLT-10;-6,126556;106,854167;Fisika;TDS;1000;11370;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;FIsika;TSS;50;22;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;pH;6-9;7,35;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;BOD;3;11,89;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;COD;25;59,7;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;DO;4;0,85;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Nitrat;10;0,539;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Nitrit;0,06;0,03;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Total P;0,2;0,76;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;F;1,5;1,01;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;H2S;0,002;0,023;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Klorin Bebas;0,03;0,83;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Hg;0,002;0,000049;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Cd;0,01;0,0059;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Zn;0,05;0,027;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Cu;0,02;0,009;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Pb;0,03;0,019;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Cr6+;0,05;0,0029;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;MBAS;0,2;0,11;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Kimia;Fenol;0,005;0,0109;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Biologi;Total Coliform;5000;35000000;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
KLT-10;-6,126556;106,854167;Biologi;Fecal Coliform;1000;24000000;2023;Periode 1 (Musim Hujan);2;Kalibaru Timur;Jl. Sunter Agung
